Burgh,"Date of adoption 
 of police system",Earlier burghal history,"Post Union 
 parliamentary burgh status"
Stranraer royal burgh,1848,Royal burgh 1617,One of the Wigtown Burghs 1708 to 1885
Whithorn royal burgh,1873,Royal burgh 1511,One of the Wigtown Burghs 1708 to 1885
Wigtown royal burgh,1893 ?,Royal burgh 1469,One of the Wigtown Burghs 1708 to 1885
Newton Stewart burgh,1861,Burgh of barony 1677,None
